Date,Country,Region,Chain,Parent_SKU,SKU_Description,Total_Qty_CTN
2026-04-30,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,65
2026-04-30,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,39
2026-04-30,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,63
2026-04-30,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,54
2026-04-30,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,215
2026-04-30,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,148
2026-04-30,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,119
2026-04-30,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,109
2026-04-30,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,114
2026-04-30,Thailand,Central,Big C,SKU-D001,Diaper Pants M,207
2026-04-30,Thailand,Central,Big C,SKU-D002,Diaper Pants L,200
2026-04-30,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,92
2026-04-30,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,175
2026-04-30,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,148
2026-04-30,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,201
2026-04-30,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,154
2026-04-30,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,83
2026-04-30,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,123
2026-04-30,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,122
2026-04-30,Thailand,North,Makro,SKU-D001,Diaper Pants M,155
2026-04-30,Thailand,North,Makro,SKU-D002,Diaper Pants L,119
2026-04-30,Thailand,North,Makro,SKU-D003,Diaper Tape NB,109
2026-04-30,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,120
2026-04-30,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,112
2026-04-30,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,228
2026-04-30,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,176
2026-04-30,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,151
2026-04-30,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,155
2026-04-30,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,165
2026-05-01,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,72
2026-05-01,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,72
2026-05-01,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,44
2026-05-01,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,57
2026-05-01,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,38
2026-05-01,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,268
2026-05-01,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,167
2026-05-01,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,94
2026-05-01,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,186
2026-05-01,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,165
2026-05-01,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,84
2026-05-01,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,64
2026-05-01,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,47
2026-05-01,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,50
2026-05-01,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,42
2026-05-01,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,47
2026-05-01,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,42
2026-05-01,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,25
2026-05-01,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,50
2026-05-01,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,31
2026-05-01,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,228
2026-05-01,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,247
2026-05-01,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,110
2026-05-01,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,196
2026-05-01,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,143
2026-05-01,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,67
2026-05-01,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,46
2026-05-01,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,28
2026-05-01,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,35
2026-05-01,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,0
2026-05-01,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,161
2026-05-01,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,185
2026-05-01,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,101
2026-05-01,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,142
2026-05-01,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,162
2026-05-01,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,158
2026-05-01,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,139
2026-05-01,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,102
2026-05-01,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,0
2026-05-01,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,102
2026-05-01,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,17
2026-05-01,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,21
2026-05-01,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,7
2026-05-01,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,15
2026-05-01,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,11
2026-05-01,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,35
2026-05-01,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,27
2026-05-01,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,21
2026-05-01,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,28
2026-05-01,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,21
2026-05-01,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,45
2026-05-01,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,37
2026-05-01,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,18
2026-05-01,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,0
2026-05-01,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,30
2026-05-01,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,119
2026-05-01,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,101
2026-05-01,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,76
2026-05-01,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,109
2026-05-01,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,81
2026-05-01,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,64
2026-05-01,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,60
2026-05-01,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,36
2026-05-01,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,58
2026-05-01,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,40
2026-05-01,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,154
2026-05-01,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,110
2026-05-01,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,86
2026-05-01,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,126
2026-05-01,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,80
2026-05-01,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,68
2026-05-01,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,40
2026-05-01,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,35
2026-05-01,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,46
2026-05-01,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,37
2026-05-01,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,161
2026-05-01,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,117
2026-05-01,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,65
2026-05-01,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,0
2026-05-01,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,117
2026-05-01,Thailand,Bangkok,Big C,SKU-D001,Diaper Pants M,102
2026-05-01,Thailand,Bangkok,Big C,SKU-D002,Diaper Pants L,142
2026-05-01,Thailand,Bangkok,Big C,SKU-D003,Diaper Tape NB,76
2026-05-01,Thailand,Bangkok,Big C,SKU-S001,Sanitary Pad Day,137
2026-05-01,Thailand,Bangkok,Big C,SKU-S002,Sanitary Pad Night,0
2026-05-01,Thailand,Bangkok,Makro,SKU-D001,Diaper Pants M,0
2026-05-01,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,74
2026-05-01,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,67
2026-05-01,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,81
2026-05-01,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,61
2026-05-01,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,189
2026-05-01,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,251
2026-05-01,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,114
2026-05-01,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,165
2026-05-01,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,168
2026-05-01,Thailand,Central,Big C,SKU-D001,Diaper Pants M,228
2026-05-01,Thailand,Central,Big C,SKU-D002,Diaper Pants L,203
2026-05-01,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,148
2026-05-01,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,140
2026-05-01,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,174
2026-05-01,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,0
2026-05-01,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,202
2026-05-01,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,114
2026-05-01,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,184
2026-05-01,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,123
2026-05-01,Thailand,North,Makro,SKU-D001,Diaper Pants M,0
2026-05-01,Thailand,North,Makro,SKU-D002,Diaper Pants L,221
2026-05-01,Thailand,North,Makro,SKU-D003,Diaper Tape NB,138
2026-05-01,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,167
2026-05-01,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,123
2026-05-01,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,244
2026-05-01,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,272
2026-05-01,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,162
2026-05-01,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,207
2026-05-01,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,185
2026-05-02,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,56
2026-05-02,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,51
2026-05-02,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,32
2026-05-02,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,41
2026-05-02,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,32
2026-05-02,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,204
2026-05-02,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,169
2026-05-02,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,97
2026-05-02,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,145
2026-05-02,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,113
2026-05-02,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,0
2026-05-02,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,49
2026-05-02,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,31
2026-05-02,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,51
2026-05-02,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,30
2026-05-02,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,40
2026-05-02,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,37
2026-05-02,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,22
2026-05-02,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,28
2026-05-02,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,31
2026-05-02,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,189
2026-05-02,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,202
2026-05-02,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,132
2026-05-02,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,166
2026-05-02,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,142
2026-05-02,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,64
2026-05-02,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,46
2026-05-02,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,25
2026-05-02,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,45
2026-05-02,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,36
2026-05-02,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,165
2026-05-02,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,123
2026-05-02,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,66
2026-05-02,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,113
2026-05-02,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,95
2026-05-02,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,139
2026-05-02,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,104
2026-05-02,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,77
2026-05-02,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,124
2026-05-02,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,69
2026-05-02,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,17
2026-05-02,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,14
2026-05-02,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,7
2026-05-02,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,10
2026-05-02,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,8
2026-05-02,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,22
2026-05-02,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,22
2026-05-02,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,14
2026-05-02,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,20
2026-05-02,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,15
2026-05-02,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,31
2026-05-02,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,27
2026-05-02,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,19
2026-05-02,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,30
2026-05-02,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,21
2026-05-02,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,80
2026-05-02,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,68
2026-05-02,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,43
2026-05-02,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,0
2026-05-02,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,67
2026-05-02,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,51
2026-05-02,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,48
2026-05-02,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,34
2026-05-02,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,38
2026-05-02,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,37
2026-05-02,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,68
2026-05-02,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,86
2026-05-02,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,61
2026-05-02,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,84
2026-05-02,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,83
2026-05-02,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,51
2026-05-02,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,41
2026-05-02,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,24
2026-05-02,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,27
2026-05-02,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,0
2026-05-02,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,117
2026-05-02,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,126
2026-05-02,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,66
2026-05-02,Singapore,West/Central,NTUC FairPrice,SKU-S001,Sanitary Pad Day,80
2026-05-02,Singapore,West/Central,NTUC FairPrice,SKU-S002,Sanitary Pad Night,65
2026-05-02,Thailand,Bangkok,Big C,SKU-D001,Diaper Pants M,135
2026-05-02,Thailand,Bangkok,Big C,SKU-D002,Diaper Pants L,105
2026-05-02,Thailand,Bangkok,Big C,SKU-D003,Diaper Tape NB,64
2026-05-02,Thailand,Bangkok,Big C,SKU-S001,Sanitary Pad Day,73
2026-05-02,Thailand,Bangkok,Big C,SKU-S002,Sanitary Pad Night,84
2026-05-02,Thailand,Bangkok,Makro,SKU-D001,Diaper Pants M,88
2026-05-02,Thailand,Bangkok,Makro,SKU-D002,Diaper Pants L,75
2026-05-02,Thailand,Bangkok,Makro,SKU-D003,Diaper Tape NB,53
2026-05-02,Thailand,Bangkok,Makro,SKU-S001,Sanitary Pad Day,45
2026-05-02,Thailand,Bangkok,Makro,SKU-S002,Sanitary Pad Night,48
2026-05-02,Thailand,Bangkok,Tesco Lotus,SKU-D001,Diaper Pants M,194
2026-05-02,Thailand,Bangkok,Tesco Lotus,SKU-D002,Diaper Pants L,165
2026-05-02,Thailand,Bangkok,Tesco Lotus,SKU-D003,Diaper Tape NB,84
2026-05-02,Thailand,Bangkok,Tesco Lotus,SKU-S001,Sanitary Pad Day,156
2026-05-02,Thailand,Bangkok,Tesco Lotus,SKU-S002,Sanitary Pad Night,137
2026-05-02,Thailand,Central,Big C,SKU-D001,Diaper Pants M,206
2026-05-02,Thailand,Central,Big C,SKU-D002,Diaper Pants L,160
2026-05-02,Thailand,Central,Big C,SKU-D003,Diaper Tape NB,119
2026-05-02,Thailand,Central,Big C,SKU-S001,Sanitary Pad Day,142
2026-05-02,Thailand,Central,Big C,SKU-S002,Sanitary Pad Night,105
2026-05-02,Thailand,Central,Tesco Lotus,SKU-D001,Diaper Pants M,176
2026-05-02,Thailand,Central,Tesco Lotus,SKU-D002,Diaper Pants L,125
2026-05-02,Thailand,Central,Tesco Lotus,SKU-D003,Diaper Tape NB,111
2026-05-02,Thailand,Central,Tesco Lotus,SKU-S001,Sanitary Pad Day,183
2026-05-02,Thailand,Central,Tesco Lotus,SKU-S002,Sanitary Pad Night,131
2026-05-02,Thailand,North,Makro,SKU-D001,Diaper Pants M,167
2026-05-02,Thailand,North,Makro,SKU-D002,Diaper Pants L,164
2026-05-02,Thailand,North,Makro,SKU-D003,Diaper Tape NB,0
2026-05-02,Thailand,North,Makro,SKU-S001,Sanitary Pad Day,148
2026-05-02,Thailand,North,Makro,SKU-S002,Sanitary Pad Night,106
2026-05-02,Thailand,North,Tesco Lotus,SKU-D001,Diaper Pants M,270
2026-05-02,Thailand,North,Tesco Lotus,SKU-D002,Diaper Pants L,178
2026-05-02,Thailand,North,Tesco Lotus,SKU-D003,Diaper Tape NB,115
2026-05-02,Thailand,North,Tesco Lotus,SKU-S001,Sanitary Pad Day,172
2026-05-02,Thailand,North,Tesco Lotus,SKU-S002,Sanitary Pad Night,97
2026-05-03,Malaysia,Central,99 Speedmart,SKU-D001,Diaper Pants M,60
2026-05-03,Malaysia,Central,99 Speedmart,SKU-D002,Diaper Pants L,37
2026-05-03,Malaysia,Central,99 Speedmart,SKU-D003,Diaper Tape NB,28
2026-05-03,Malaysia,Central,99 Speedmart,SKU-S001,Sanitary Pad Day,35
2026-05-03,Malaysia,Central,99 Speedmart,SKU-S002,Sanitary Pad Night,28
2026-05-03,Malaysia,Central,AEON,SKU-D001,Diaper Pants M,228
2026-05-03,Malaysia,Central,AEON,SKU-D002,Diaper Pants L,110
2026-05-03,Malaysia,Central,AEON,SKU-D003,Diaper Tape NB,85
2026-05-03,Malaysia,Central,AEON,SKU-S001,Sanitary Pad Day,101
2026-05-03,Malaysia,Central,AEON,SKU-S002,Sanitary Pad Night,105
2026-05-03,Malaysia,Central,Lotus's,SKU-D001,Diaper Pants M,43
2026-05-03,Malaysia,Central,Lotus's,SKU-D002,Diaper Pants L,35
2026-05-03,Malaysia,Central,Lotus's,SKU-D003,Diaper Tape NB,22
2026-05-03,Malaysia,Central,Lotus's,SKU-S001,Sanitary Pad Day,29
2026-05-03,Malaysia,Central,Lotus's,SKU-S002,Sanitary Pad Night,30
2026-05-03,Malaysia,Northern,Giant,SKU-D001,Diaper Pants M,33
2026-05-03,Malaysia,Northern,Giant,SKU-D002,Diaper Pants L,29
2026-05-03,Malaysia,Northern,Giant,SKU-D003,Diaper Tape NB,17
2026-05-03,Malaysia,Northern,Giant,SKU-S001,Sanitary Pad Day,30
2026-05-03,Malaysia,Northern,Giant,SKU-S002,Sanitary Pad Night,22
2026-05-03,Malaysia,Northern,Lotus's,SKU-D001,Diaper Pants M,130
2026-05-03,Malaysia,Northern,Lotus's,SKU-D002,Diaper Pants L,162
2026-05-03,Malaysia,Northern,Lotus's,SKU-D003,Diaper Tape NB,0
2026-05-03,Malaysia,Northern,Lotus's,SKU-S001,Sanitary Pad Day,126
2026-05-03,Malaysia,Northern,Lotus's,SKU-S002,Sanitary Pad Night,86
2026-05-03,Malaysia,Northern,Mydin,SKU-D001,Diaper Pants M,38
2026-05-03,Malaysia,Northern,Mydin,SKU-D002,Diaper Pants L,36
2026-05-03,Malaysia,Northern,Mydin,SKU-D003,Diaper Tape NB,26
2026-05-03,Malaysia,Northern,Mydin,SKU-S001,Sanitary Pad Day,40
2026-05-03,Malaysia,Northern,Mydin,SKU-S002,Sanitary Pad Night,27
2026-05-03,Malaysia,Southern,AEON,SKU-D001,Diaper Pants M,117
2026-05-03,Malaysia,Southern,AEON,SKU-D002,Diaper Pants L,103
2026-05-03,Malaysia,Southern,AEON,SKU-D003,Diaper Tape NB,73
2026-05-03,Malaysia,Southern,AEON,SKU-S001,Sanitary Pad Day,112
2026-05-03,Malaysia,Southern,AEON,SKU-S002,Sanitary Pad Night,103
2026-05-03,Malaysia,Southern,Econsave,SKU-D001,Diaper Pants M,134
2026-05-03,Malaysia,Southern,Econsave,SKU-D002,Diaper Pants L,119
2026-05-03,Malaysia,Southern,Econsave,SKU-D003,Diaper Tape NB,64
2026-05-03,Malaysia,Southern,Econsave,SKU-S001,Sanitary Pad Day,75
2026-05-03,Malaysia,Southern,Econsave,SKU-S002,Sanitary Pad Night,57
2026-05-03,Malaysia,Southern,Giant,SKU-D001,Diaper Pants M,15
2026-05-03,Malaysia,Southern,Giant,SKU-D002,Diaper Pants L,10
2026-05-03,Malaysia,Southern,Giant,SKU-D003,Diaper Tape NB,7
2026-05-03,Malaysia,Southern,Giant,SKU-S001,Sanitary Pad Day,9
2026-05-03,Malaysia,Southern,Giant,SKU-S002,Sanitary Pad Night,9
2026-05-03,Singapore,East,Cold Storage,SKU-D001,Diaper Pants M,10
2026-05-03,Singapore,East,Cold Storage,SKU-D002,Diaper Pants L,17
2026-05-03,Singapore,East,Cold Storage,SKU-D003,Diaper Tape NB,15
2026-05-03,Singapore,East,Cold Storage,SKU-S001,Sanitary Pad Day,16
2026-05-03,Singapore,East,Cold Storage,SKU-S002,Sanitary Pad Night,16
2026-05-03,Singapore,East,NTUC FairPrice,SKU-D001,Diaper Pants M,29
2026-05-03,Singapore,East,NTUC FairPrice,SKU-D002,Diaper Pants L,20
2026-05-03,Singapore,East,NTUC FairPrice,SKU-D003,Diaper Tape NB,12
2026-05-03,Singapore,East,NTUC FairPrice,SKU-S001,Sanitary Pad Day,22
2026-05-03,Singapore,East,NTUC FairPrice,SKU-S002,Sanitary Pad Night,19
2026-05-03,Singapore,East,Sheng Siong,SKU-D001,Diaper Pants M,86
2026-05-03,Singapore,East,Sheng Siong,SKU-D002,Diaper Pants L,69
2026-05-03,Singapore,East,Sheng Siong,SKU-D003,Diaper Tape NB,41
2026-05-03,Singapore,East,Sheng Siong,SKU-S001,Sanitary Pad Day,63
2026-05-03,Singapore,East,Sheng Siong,SKU-S002,Sanitary Pad Night,46
2026-05-03,Singapore,North,NTUC FairPrice,SKU-D001,Diaper Pants M,44
2026-05-03,Singapore,North,NTUC FairPrice,SKU-D002,Diaper Pants L,29
2026-05-03,Singapore,North,NTUC FairPrice,SKU-D003,Diaper Tape NB,28
2026-05-03,Singapore,North,NTUC FairPrice,SKU-S001,Sanitary Pad Day,40
2026-05-03,Singapore,North,NTUC FairPrice,SKU-S002,Sanitary Pad Night,26
2026-05-03,Singapore,North,Sheng Siong,SKU-D001,Diaper Pants M,93
2026-05-03,Singapore,North,Sheng Siong,SKU-D002,Diaper Pants L,0
2026-05-03,Singapore,North,Sheng Siong,SKU-D003,Diaper Tape NB,34
2026-05-03,Singapore,North,Sheng Siong,SKU-S001,Sanitary Pad Day,75
2026-05-03,Singapore,North,Sheng Siong,SKU-S002,Sanitary Pad Night,33
2026-05-03,Singapore,West/Central,Cold Storage,SKU-D001,Diaper Pants M,37
2026-05-03,Singapore,West/Central,Cold Storage,SKU-D002,Diaper Pants L,33
2026-05-03,Singapore,West/Central,Cold Storage,SKU-D003,Diaper Tape NB,21
2026-05-03,Singapore,West/Central,Cold Storage,SKU-S001,Sanitary Pad Day,30
2026-05-03,Singapore,West/Central,Cold Storage,SKU-S002,Sanitary Pad Night,21
2026-05-03,Singapore,West/Central,NTUC FairPrice,SKU-D001,Diaper Pants M,105
2026-05-03,Singapore,West/Central,NTUC FairPrice,SKU-D002,Diaper Pants L,80
2026-05-03,Singapore,West/Central,NTUC FairPrice,SKU-D003,Diaper Tape NB,55
